id;pid;lat;lng;price;precio garaje;precio - gt;gross size;net size;land size;rooms;bedrooms;bathrooms;garaje;trastero;type;subType;planta;estado;terraceSize;community;energyPerformance;wardrobes;conditionedAir;heating;hotWater;caretaker;elevator;alarm;securityCams;reinforcedDoor;personalSecurity;tennisCourt;basketField;footballField;squash;pool
17058;PIL00010938;38.54149956;-0.119208701;0;0;0;89;;;0;;;0;0;flat;;11;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
17264;PIL00011160;38.9740166;1.309302026;0;0;0;89;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
17370;PIL00011279;36.59698257;-6.243527818;0;0;0;89;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
17818;PIL00011755;41.18464437;1.528595136;0;0;0;89;;;0;;;0;0;house;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
17849;PIL00011789;43.48267964;-5.434387464;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
18146;PIL00012104;41.50687061;2.399021763;0;0;0;89;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
18648;PIL00012634;42.42834116;-8.640345857;0;0;0;89;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
18730;PIL00012720;28.4829871;-16.30824538;0;0;0;89;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
18908;PIL00012914;41.43966611;1.86491902;0;0;0;89;;;0;;;0;0;house;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
19126;PIL00013150;39.46581291;-0.391443972;0;0;0;89;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
19538;PIL00013592;42.2672377;3.174314659;0;0;0;89;;;0;;;0;0;garage;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
19747;PIL00013820;36.5331173;-4.63046901;0;0;0;89;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
19860;PIL00013937;41.44657838;2.242287158;0;0;0;89;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
20260;PIL00014354;41.42314698;2.189377697;0;0;0;89;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
22584;PIL00016834;42.00809259;2.822367484;0;0;0;89;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
22681;PIL00016936;38.86947703;-1.095476706;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
23058;PIL00017327;41.34303042;2.039766607;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
23096;PIL00017365;41.65722768;-0.867774702;0;0;0;89;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
23574;PIL00017860;41.31802989;2.020693003;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
23595;PIL00017882;41.36055932;2.060906926;0;0;0;89;;;0;;;0;0;flat;;10;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
23755;PIL00018052;41.55231481;2.245925262;0;0;0;89;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
23775;PIL00018072;41.61522763;2.279919344;0;0;0;89;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
23984;PIL00018291;42.02576189;1.878862816;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
24010;PIL00018317;41.53662721;2.103278685;0;0;0;89;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
24064;PIL00018373;41.49493552;1.871291074;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
24310;PIL00018629;41.14067647;1.115420015;0;0;0;89;;;0;;;0;0;flat;;7;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
24429;PIL00018758;-100;-100;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
24547;PIL00018882;41.23848705;1.817462437;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
25095;PIL00019477;41.38470602;2.156569386;0;0;0;89;;;0;;;0;0;house;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
25220;PIL00019609;40.46393779;-3.479791428;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
25342;PIL00019740;40.40707233;-3.670682517;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
25592;PIL00020009;43.53098966;-5.656598434;0;0;0;89;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
25773;PIL00020200;41.40663581;2.151333753;0;0;0;89;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
27129;TDX00001193;36.71280696;-2.697545576;0;0;0;89;;;0;;;0;0;house;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
27638;TDX00001702;43.36153185;-5.840737993;0;0;0;89;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
28178;TDX00002242;41.69370906;-4.691686567;0;0;0;89;;;0;;;0;0;house;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
28995;TDX00003059;41.39073644;2.145385838;0;0;0;89;;;0;;;0;0;office;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
29735;TDX00003799;40.4456609;-3.675528686;0;0;0;89;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
29831;TDX00003895;40.3801281;-3.7468644;0;0;0;89;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
29951;TDX00004015;40.23173499;-3.771636376;0;0;0;89;;;0;;;0;0;flat;;6;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
30258;TDX00004322;37.4052318;-1.587721339;0;0;0;89;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
30322;TDX00004386;37.61409961;-0.978928257;0;0;0;89;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
30793;TDX00004857;39.49239255;-0.463954486;0;0;0;89;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
131;GV00000205;28.5028883;-13.87007067;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
199;GV00000302;41.41368585;2.1684981;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
278;GV00000403;41.37021858;2.11202753;0;0;0;90;;;0;;;0;0;house;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
423;GV00000627;40.28975564;-3.807950004;0;0;0;90;;;0;;;0;0;flat;;8;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
462;GV00000687;38.78326158;-0.439133783;0;0;0;90;;;0;;;0;0;house;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
476;GV00000713;43.66969888;-7.609736551;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
502;GV00000748;39.41837976;-0.400348721;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
568;GV00000829;41.19599852;-4.439697736;0;0;0;90;;;0;;;0;0;house;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
619;GV00000909;41.39006792;2.149525625;0;0;0;90;;;0;;;0;0;flat;;10;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
832;GV00001261;28.50049616;-13.86871746;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
839;GV00001276;41.06342114;-4.722587247;0;0;0;90;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1008;GV00001549;41.41388961;2.014681264;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1062;GV00001623;38.48084169;-0.792511915;0;0;0;90;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1097;GV00001672;40.32686155;-3.871544528;0;0;0;90;;;0;;;0;0;flat;;9;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1217;GV00001867;41.62064765;2.294433529;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1285;GV00001973;39.19335845;-0.431985905;0;0;0;90;;;0;;;0;0;flat;;7;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1404;GV00002177;41.2743721;1.971147314;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1461;GV00002262;39.98808812;-2.112047544;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1541;GV00002389;42.07050059;1.869233342;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1575;GV00002434;40.41346703;-4.785674502;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1619;GV00002504;28.50049616;-13.86871746;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1647;GV00002550;40.23176278;-3.990256416;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1682;GV00002622;42.25882442;3.183953921;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
1865;GV00002873;41.6618352;-0.878775323;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2037;GV00003156;41.24645327;1.798020301;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2076;GV00003230;41.73128774;-3.771075474;0;0;0;90;;;0;;;0;0;land;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2245;GV00003470;41.24645327;1.798020301;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2251;GV00003481;28.50045215;-13.8672812;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2266;GV00003501;41.24645327;1.798020301;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2359;GV00003634;41.24645327;1.798020301;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2362;GV00003637;41.24645327;1.798020301;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2411;GV00003733;41.4082453;2.146939487;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2548;GV00003940;41.44884602;1.976278615;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2728;GV00004209;41.41388961;2.014681264;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2730;GV00004211;41.41388961;2.014681264;0;0;0;90;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2731;GV00004212;41.41388961;2.014681264;0;0;0;90;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2737;GV00004218;38.96416309;-0.187597765;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2822;GV00004355;41.24645327;1.798020301;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
2831;GV00004368;41.24645327;1.798020301;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3046;GV00004667;41.79309141;-0.158355656;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3154;GV00004824;39.17672614;-1.490293333;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3356;GV00005119;40.39666276;-3.683088059;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3358;GV00005121;40.39666276;-3.683088059;0;0;0;90;;;0;;;0;0;flat;;5;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3377;GV00005142;37.05022193;-2.392717846;0;0;0;90;;;0;;;0;0;house;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3385;GV00005154;39.59349943;2.674616734;0;0;0;90;;;0;;;0;0;house;;0;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3649;GV00005635;38.8686037;-6.985375416;0;0;0;90;;;0;;;0;0;flat;;7;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3698;GV00005790;36.78462214;-6.352094506;0;0;0;90;;;0;;;0;0;flat;;4;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3711;GV00005809;39.94340773;-4.568244795;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3823;GV00006072;28.50435593;-13.87294679;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
3929;GV00006325;41.67639124;-3.684433243;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
4131;GV00006714;27.75315384;-15.60656481;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
4152;GV00006746;41.97736879;2.799790366;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
4199;GV00006907;41.18653604;1.207387792;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
4239;GV00006967;41.18653604;1.207387792;0;0;0;90;;;0;;;0;0;flat;;3;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
4304;GV00007174;37.22201638;-7.405627268;0;0;0;90;;;0;;;0;0;house;;2;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.;n.d.
